name,url,closing_date,fields
AfriSam Bursary South Africa 2024,https://www.zabursaries.co.za/engineering-bursaries-south-africa/afrisam-bursary-south-africa/,31 March 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
AFROX Bursary South Africa 2021 – 2022,https://www.zabursaries.co.za/engineering-bursaries-south-africa/afrox-accounting-engineering-bursary-south-africa/,31 July annually.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Alfeco Bursary South Africa 2022 – 2023,https://www.zabursaries.co.za/engineering-bursaries-south-africa/alfeco-bursary/,31 May 2022.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Altech Bursary South Africa 2021 – 2022,https://www.zabursaries.co.za/engineering-bursaries-south-africa/altech-bursary/,31 August annually.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Altron Bill Venter Academy Bursary South Africa 2021 – 2022,https://www.zabursaries.co.za/engineering-bursaries-south-africa/altron-bill-venter-academy-bursary/,13 September 2019.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Anglo American Coal Bursary South Africa 2021 – 2022,https://www.zabursaries.co.za/engineering-bursaries-south-africa/anglo-american-coal-bursary/,5 June 2021.(Applications submitted after this date will NOT be accepted – please apply before the closing date to ensure your application is considered.),
Anglo American Platinum Bursary South Africa 2024,https://www.zabursaries.co.za/engineering-bursaries-south-africa/anglo-american-platinum-bursary/,15 June 2023.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
AppleTec Bursary South Africa 2024,https://www.zabursaries.co.za/engineering-bursaries-south-africa/appletec-bursary/,15 February 2024 (at 23:59 pm).(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
ArcelorMittal Bursary South Africa 2025,https://www.zabursaries.co.za/engineering-bursaries-south-africa/arcelormittal-sa-bursary/,24 November 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Armscor Bursary South Africa 2024,https://www.zabursaries.co.za/engineering-bursaries-south-africa/armscor-bursary/,2 February 2024.(Applications submitted after these dates will not be accepted – please apply before the closing date to ensure your application is considered.),
Assmang Manganese Bursary South Africa 2025,https://www.zabursaries.co.za/engineering-bursaries-south-africa/assmang-manganese-bursary/,31 July 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
AWS Skills Development Bursary South Africa 2025,https://www.zabursaries.co.za/engineering-bursaries-south-africa/aws-skills-development-bursary/,30 November 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Baker Hughes Bursary South Africa 2022 – 2023,https://www.zabursaries.co.za/engineering-bursaries-south-africa/baker-hughes-bursary/,31 July 2022.(Applications submitted after these dates will not be accepted – please apply before the closing date to ensure your application is considered.),
Bakubung Platinum Mine (BPM) Bursary South Africa 2025,https://www.zabursaries.co.za/engineering-bursaries-south-africa/bakubung-platinum-mine-bpm-bursary/,11 October 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Barberton Mines Bursary South Africa 2025,https://www.zabursaries.co.za/engineering-bursaries-south-africa/barberton-mines-bursary/,18 October 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Bell Equipment Bursary South Africa 2024,https://www.zabursaries.co.za/engineering-bursaries-south-africa/bell-equipment-bursary/,20 October 2023.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
BHP Billiton Bursary South Africa 2021 – 2022,https://www.zabursaries.co.za/engineering-bursaries-south-africa/bhp-billiton-bursary/,Applications are CLOSED at the moment – please check back here soon to see whether the bursary has reopened.View our other bursaries open for application here:https://www.zabursaries.co.za/bursary-news/,
Bigen Bursary South Africa 2025,https://www.zabursaries.co.za/engineering-bursaries-south-africa/bigen-bursary/,Applications are now closed.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Black Mountain Study Trust Bursary South Africa 2024,https://www.zabursaries.co.za/engineering-bursaries-south-africa/black-mountain-bursary/,8 December 2023.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
BMW Bursary South Africa 2021 – 2022,https://www.zabursaries.co.za/engineering-bursaries-south-africa/bmw-bursary/,To be confirmed.(Applications are open between August and November each year.)(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Bombela Bursary South Africa 2024,https://www.zabursaries.co.za/engineering-bursaries-south-africa/bombela-civils-joint-venture-bursary/,10 November 2023.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Bosch Holdings Bursary South Africa 2025,https://www.zabursaries.co.za/engineering-bursaries-south-africa/bosch-holdings-bursary/,15 November 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Canyon Coal Bursary South Africa 2025,https://www.zabursaries.co.za/engineering-bursaries-south-africa/canyon-coal-bursary/,25 October 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Cape Gate Isaac Joffe Fellowship Bursary South Africa 2025,https://www.zabursaries.co.za/engineering-bursaries-south-africa/cape-gate-isaac-joffe-fellowship-bursary/,1 December 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Civils 2000 Bursary South Africa 2024,https://www.zabursaries.co.za/engineering-bursaries-south-africa/civils-2000-bursary/,31 October 2023.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Columbus Stainless Bursary South Africa 2024,https://www.zabursaries.co.za/engineering-bursaries-south-africa/columbus-stainless-bursary/,30 September 2023.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Concor Bursary South Africa 2024,https://www.zabursaries.co.za/engineering-bursaries-south-africa/concor-bursary/,31 October 2023.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Council for Geoscience (CGS) Bursary South Africa 2024,https://www.zabursaries.co.za/engineering-bursaries-south-africa/council-for-geoscience-bursary/,23 February 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
CSIR Bursary South Africa 2025,https://www.zabursaries.co.za/engineering-bursaries-south-africa/csir-bursary/,30 September 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
CSIR-SASOL Foundation Bursary South Africa 2025,https://www.zabursaries.co.za/engineering-bursaries-south-africa/csir-sasol-foundation-bursary/,30 September 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Cullinan Diamond Mine Bursary South Africa 2022 – 2023,https://www.zabursaries.co.za/engineering-bursaries-south-africa/cullinan-diamond-mine-bursary/,8 November 2021.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Daimler Truck Southern Africa (DTSA) Bursary 2025,https://www.zabursaries.co.za/engineering-bursaries-south-africa/daimler-truck-southern-africa-dtsa-bursary/,29 November 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
De Beers Bursary South Africa 2022 – 2023,https://www.zabursaries.co.za/engineering-bursaries-south-africa/de-beers-bursary/,21 January 2022.(Applications submitted after these dates will not be accepted – please apply before the closing date to ensure your application is considered.),
Dr Xolani Mkhwanazi South32 Bursary South Africa 2025,https://www.zabursaries.co.za/engineering-bursaries-south-africa/south-32-bursary/,31 October 2024 (at midnight).(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
DRDGOLD Bursary South Africa 2021 – 2022,https://www.zabursaries.co.za/engineering-bursaries-south-africa/drdgold-bursary/,19 February 2021.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
East Rand Water Care Company (ERWAT) Bursary South Africa 2022 – 2023,https://www.zabursaries.co.za/engineering-bursaries-south-africa/east-rand-water-care-company-erwat-bursary/,15 December 2021.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Egis Operation South Africa Bursary South Africa 2021 – 2022,https://www.zabursaries.co.za/engineering-bursaries-south-africa/egis-operation-south-africa-bursary/,15 February 2021.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Ekapa Bursary South Africa 2023,https://www.zabursaries.co.za/engineering-bursaries-south-africa/kimberley-ekapa-mining-bursary/,10 March 2023.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Element Six Bursary South Africa 2025,https://www.zabursaries.co.za/engineering-bursaries-south-africa/element-six-bursary/,6 December 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Eskom Bursary South Africa 2025,https://www.zabursaries.co.za/engineering-bursaries-south-africa/eskom-bursaries/,19 November 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Evander Gold Mining Bursary South Africa 2024,https://www.zabursaries.co.za/engineering-bursaries-south-africa/evander-gold-mining-bursary/,24 March 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Exxaro Bursary South Africa 2025,https://www.zabursaries.co.za/engineering-bursaries-south-africa/exxaro-bursary/,31 October 2024 (at 20:00).(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Fermel Bursary South Africa 2024,https://www.zabursaries.co.za/engineering-bursaries-south-africa/fermel-bursary/,23 February 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Finsch Diamond Mine Bursary South Africa 2022 – 2023,https://www.zabursaries.co.za/engineering-bursaries-south-africa/finsch-diamond-mine-bursary/,12 November 2021.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
FinX BEE Bursary South Africa 2024,https://www.zabursaries.co.za/engineering-bursaries-south-africa/fin-x-bee-bursary/,29 February 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Flender (Pty) Ltd Bursary South Africa 2021 – 2022,https://www.zabursaries.co.za/engineering-bursaries-south-africa/flender-pty-ltd-bursary/,17 July 2020.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Fluor Bursary South Africa 2022 – 2023,https://www.zabursaries.co.za/engineering-bursaries-south-africa/fluor-bursary/,8 April 2022.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
FlySafair Bursary South Africa 2025,https://www.zabursaries.co.za/engineering-bursaries-south-africa/flysafair-bursary/,30 September 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Foskor Bursary South Africa 2023,https://www.zabursaries.co.za/engineering-bursaries-south-africa/foskor-bursary/,14 April 2023.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
GAST Bursary South Africa 2021 – 2022,https://www.zabursaries.co.za/engineering-bursaries-south-africa/gast-bursary/,Applications are currently closed and will reopen in July 2021.,
GIBB Bursary South Africa 2025,https://www.zabursaries.co.za/engineering-bursaries-south-africa/gibb-bursary/,29 November 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Glencore Bursary South Africa 2025,https://www.zabursaries.co.za/engineering-bursaries-south-africa/glencore-plc-bursary/,20 September 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Globeleq Scholarships South Africa 2025,https://www.zabursaries.co.za/engineering-bursaries-south-africa/globeleq-scholarship/,30 October 2024 (at 12:00 midday) (extension).(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Gold Fields Ltd Bursary South Africa 2021 – 2022,https://www.zabursaries.co.za/engineering-bursaries-south-africa/gold-fields-ltd-bursary/,Closed.,
Gold One Bursary South Africa 2022 – 2023,https://www.zabursaries.co.za/engineering-bursaries-south-africa/gold-one-bursary/,3 December 2022 (extension).(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Golden Arrow Bus Services (GABS) Bursary South Africa 2022 – 2023,https://www.zabursaries.co.za/engineering-bursaries-south-africa/golden-arrow-bursary/,31 March 2022.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Golder Bursary South Africa 2021 – 2022,https://www.zabursaries.co.za/engineering-bursaries-south-africa/golder-associates-bursary/,Applications are currently CLOSED.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Golelo Trust Bursary South Africa 2022 – 2023,https://www.zabursaries.co.za/engineering-bursaries-south-africa/golelo-trust-bursary/,30 November 2021.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered).,
Group Five Bursary South Africa 2021 – 2022,https://www.zabursaries.co.za/engineering-bursaries-south-africa/group-five-bursary/,"Unfortunately, Group Five will not be offering bursaries for 2019.",
Haleon Bursary South Africa 2024,https://www.zabursaries.co.za/engineering-bursaries-south-africa/haleon-bursary/,1 November 2023.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Hatch Bursary South Africa 2025,https://www.zabursaries.co.za/engineering-bursaries-south-africa/hatch-bursary/,Applications are now CLOSED.,
HENSOLDT South Africa Bursary 2024,https://www.zabursaries.co.za/engineering-bursaries-south-africa/hensoldt-optronics-bursary/,20 October 2023.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
HHO Bursary South Africa 2023 – 2024,https://www.zabursaries.co.za/engineering-bursaries-south-africa/hho-bursary/,31 July 2023.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Hillary Construction Bursary South Africa 2025,https://www.zabursaries.co.za/engineering-bursaries-south-africa/hillary-construction-bursary/,30 November 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Huawei Technologies Bursary South Africa 2023,https://www.zabursaries.co.za/engineering-bursaries-south-africa/huawei-technologies-bursary/,31 March 2023.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Hulamin Bursary South Africa 2025,https://www.zabursaries.co.za/engineering-bursaries-south-africa/hulamin-bursary/,To be confirmed.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
ICMEESA Bursary South Africa 2021 – 2022,https://www.zabursaries.co.za/engineering-bursaries-south-africa/icmeesa-bursary/,31 August 2018(Applications open in May each year).(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Illovo Sugar Bursary South Africa 2022 – 2023,https://www.zabursaries.co.za/engineering-bursaries-south-africa/illovo-sugar-ltd-bursary/,25 November 2022.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Imerys Refractory Bursary South Africa 2025,https://www.zabursaries.co.za/engineering-bursaries-south-africa/imerys-refractory-bursary/,29 November 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
IMESA Bursary South Africa 2025,https://www.zabursaries.co.za/engineering-bursaries-south-africa/imesa-bursary/,17 September 2024 (at 16:00) (extension).(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
iX Engineers Bursary South Africa 2021 – 2022,https://www.zabursaries.co.za/engineering-bursaries-south-africa/ix-engineers-bursary/,16 August 2018.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
J.P. Morgan Bursary South Africa 2021 – 2022,https://www.zabursaries.co.za/engineering-bursaries-south-africa/j-p-morgan-bursary/,30 September 2019.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
JG Afrika Bursary South Africa 2025,https://www.zabursaries.co.za/engineering-bursaries-south-africa/jg-afrika-bursary/,to be confirmed.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Jindal Africa Bursary South Africa 2022 – 2023,https://www.zabursaries.co.za/engineering-bursaries-south-africa/jindal-africa-bursary/,31 October 2022.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Jones & Wagener Bursary South Africa 2025,https://www.zabursaries.co.za/engineering-bursaries-south-africa/jones-wagener-bursary/,31 July 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Jurumani Solutions and Tangent Solutions Bursary South Africa 2024,https://www.zabursaries.co.za/engineering-bursaries-south-africa/jurumani-solutions-and-tangent-solutions-bursary/,To be confirmed.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Kantey & Templer Bursary South Africa 2021 – 2022,https://www.zabursaries.co.za/engineering-bursaries-south-africa/kantey-templer-bursary/,30 September 2021.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Knight Piésold Bursary South Africa 2025,https://www.zabursaries.co.za/engineering-bursaries-south-africa/knight-piesold-bursary/,15 September 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Koffiefontein Diamond Mine Bursary South Africa 2021 – 2022,https://www.zabursaries.co.za/engineering-bursaries-south-africa/koffiefontein-diamond-mine-bursary/,25 October 2021.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Kropz Bursary South Africa 2025,https://www.zabursaries.co.za/engineering-bursaries-south-africa/kropz-elandsfontein-bursary/,20 November 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Kumba Iron Ore Bursary South Africa 2024,https://www.zabursaries.co.za/engineering-bursaries-south-africa/kumba-iron-ore-bursary/,15 September 2023.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Limberg Mining Company Bursary South Africa 2024,https://www.zabursaries.co.za/engineering-bursaries-south-africa/limberg-mining-company-bursary/,30 October 2023.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Magalies Water Bursary South Africa 2024,https://www.zabursaries.co.za/engineering-bursaries-south-africa/magalies-water-bursary/,30 November 2023.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
MAHLE Bursary South Africa 2024,https://www.zabursaries.co.za/engineering-bursaries-south-africa/mahle-bursary/,Not Specified – apply ASAP.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Mbuyelo Coal Ntimeni Colliery Bursary South Africa 2025,https://www.zabursaries.co.za/engineering-bursaries-south-africa/mbuyelo-coal-bursary/,15 December 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Megchem Bursary South Africa 2024,https://www.zabursaries.co.za/engineering-bursaries-south-africa/megchem-bursary/,15 March 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Menar Mining Services Bursary South Africa 2021 – 2022,https://www.zabursaries.co.za/engineering-bursaries-south-africa/menar-mining-services-bursary/,20 June 2021.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
merSETA Bursary South Africa 2021 – 2022,https://www.zabursaries.co.za/engineering-bursaries-south-africa/merseta-bursary/,30 June 2021 (for first semester)30 September 2021 (for second semester).(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Milkor Bursary South Africa 2025,https://www.zabursaries.co.za/engineering-bursaries-south-africa/milkor-bursary/,To be confirmed – apply ASAP.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Mineral Processing Guru (MPG) Bursary South Africa 2024,https://www.zabursaries.co.za/engineering-bursaries-south-africa/mineral-processing-guru-mpg-bursary/,Not confirmed.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Mintek Bursary South Africa 2021 – 2022,https://www.zabursaries.co.za/engineering-bursaries-south-africa/mintek-bursaries-south-africa/,20 March 2020.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
MQA Bursary South Africa 2025,https://www.zabursaries.co.za/engineering-bursaries-south-africa/mining-qualifications-authority-mqa-bursary/,8 October 2024 (extension).(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Mtema Mashao Consulting Engineers Bursary South Africa 2021 – 2022,https://www.zabursaries.co.za/engineering-bursaries-south-africa/mtema-mashao-consulting-engineers-bursary/,30 October annually.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Municipal Infrastructure Support Agent (MISA) Bursary South Africa 2024,https://www.zabursaries.co.za/engineering-bursaries-south-africa/municipal-infrastructure-support-agent-misa-bursary/,31 December 2023.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Murray & Roberts Bursary South Africa 2022 – 2023,https://www.zabursaries.co.za/engineering-bursaries-south-africa/murrary-roberts-bursary/,Please check with your University.,
NAACAM Bursary South Africa 2022 – 2023,https://www.zabursaries.co.za/engineering-bursaries-south-africa/naacam-bursary/,30 September 2022.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Nampak Bursary South Africa 2021 – 2022,https://www.zabursaries.co.za/engineering-bursaries-south-africa/nampak-tissue-bursary/,18 November annually.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Nanoteq Bursary South Africa 2025,https://www.zabursaries.co.za/engineering-bursaries-south-africa/nanoteq-bursary/,15 November 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
NCP Chlorchem Bursary South Africa 2021 – 2022,https://www.zabursaries.co.za/engineering-bursaries-south-africa/ncp-chlorchem-bursary/,31 August 2021.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
NMISA (National Metrology Institute of South Africa) Bursary 2021 – 2022,https://www.zabursaries.co.za/engineering-bursaries-south-africa/nmisa-bursary/,31 July 2021.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Northam Booysendal Platinum Bursary South Africa 2024,https://www.zabursaries.co.za/engineering-bursaries-south-africa/northam-booysendal-platinum-bursary/,2 February 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Northam Zondereinde Bursary South Africa 2024,https://www.zabursaries.co.za/engineering-bursaries-south-africa/northam-zondereinde-mine-bursary/,1) Northam Zondereinde External Bursary: 21 August 2023.2) Northam Zondereinde Employee Trust Bursary: 18 August 2023.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Palabora Mining Company Bursary South Africa 2024,https://www.zabursaries.co.za/engineering-bursaries-south-africa/palabora-mining-bursary/,20 November 2023 (at 24:00).(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Petra Diamonds Bursary South Africa 2021 – 2022,https://www.zabursaries.co.za/engineering-bursaries-south-africa/petra-diamonds-bursary/,31 October 2021.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
PG Group Bursary South Africa 2024,https://www.zabursaries.co.za/engineering-bursaries-south-africa/pg-group-bursary/,To be confirmed.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Pilanesberg Platinum Mines (PPM) Bursary South Africa 2022 – 2023,https://www.zabursaries.co.za/engineering-bursaries-south-africa/pilanesberg-platinum-mines-ppm-bursary/,31 January 2022.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
PPC Bursary South Africa 2021 – 2022,https://www.zabursaries.co.za/engineering-bursaries-south-africa/ppc-bursary/,None – submission of applications are open all year round and students are welcome to apply at any time.,
PRASA (Passenger Rail Agency of South Africa) Bursary 2025,https://www.zabursaries.co.za/engineering-bursaries-south-africa/prasa-bursary/,15 November 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
PRDW Bursary South Africa 2025,https://www.zabursaries.co.za/engineering-bursaries-south-africa/prdw-bursary/,30 September 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Proconics Bursary South Africa 2024,https://www.zabursaries.co.za/engineering-bursaries-south-africa/proconics-bursary/,10 November 2023.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Railway Safety Regulator (RSR) Bursary South Africa 2023,https://www.zabursaries.co.za/engineering-bursaries-south-africa/railway-safety-regulator-bursary/,13 January 2023.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Rand Refinery Bursary South Africa 2025,https://www.zabursaries.co.za/engineering-bursaries-south-africa/rand-refinery-bursary/,15 December 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Richards Bay Coal Terminal (RBCT) Bursary South Africa 2024,https://www.zabursaries.co.za/engineering-bursaries-south-africa/richards-bay-coal-terminal-rbct-bursary/,15 March 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Richards Bay Industrial Development Zone (RBIDZ) Bursary South Africa 2024,https://www.zabursaries.co.za/engineering-bursaries-south-africa/richards-bay-industrial-development-zone-rbidz-bursary/,31 January 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Rio Tinto/ Richards Bay Minerals (RBM) Bursary South Africa 2022 – 2023,https://www.zabursaries.co.za/engineering-bursaries-south-africa/rio-tinto-bursary/,23 September 2022.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Ritluka Resources Bursary South Africa 2021 – 2022,https://www.zabursaries.co.za/engineering-bursaries-south-africa/ritluka-resources-bursary/,25 May 2021.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Royal Bafokeng Holdings (RBH) Bursary South Africa 2025,https://www.zabursaries.co.za/engineering-bursaries-south-africa/royal-bafokeng-platinum-bursary/,17 January 2025.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Royal Bafokeng Platinum Bursary South Africa 2024,https://www.zabursaries.co.za/engineering-bursaries-south-africa/rbplat-bursary/,12 September 2023 (at 12 am).(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Royal HaskoningDHV Bursary South Africa 2022 – 2023,https://www.zabursaries.co.za/engineering-bursaries-south-africa/royal-haskoningdhv-bursary/,30 September 2022.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered).,
Rumdel Cape Bursary South Africa 2022 – 2023,https://www.zabursaries.co.za/engineering-bursaries-south-africa/rumdel-construction-cape-bursary/,31 May 2023.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
SAWISE Angus Scholarship South Africa 2024,https://www.zabursaries.co.za/engineering-bursaries-south-africa/sawise-angus-scholarship/,10 January 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Saab Bursary South Africa 2022 – 2023,https://www.zabursaries.co.za/engineering-bursaries-south-africa/saab-grintek-defence-bursary/,25 November 2022.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
SAB (South African Breweries) Bursary 2021 – 2022,https://www.zabursaries.co.za/engineering-bursaries-south-africa/sab-south-african-breweries-bursary/,27 August 2017.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Safripol Bursary South Africa 2021 – 2022,https://www.zabursaries.co.za/engineering-bursaries-south-africa/safripol-bursary/,30 September annually.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
SAFRIPOL Community Bursary South Africa 2024,https://www.zabursaries.co.za/engineering-bursaries-south-africa/safripol-community-bursary/,30 June 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Samancor Chrome Bursary South Africa 2025,https://www.zabursaries.co.za/engineering-bursaries-south-africa/samancor-chrome-bursary/,27 September 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
SANRAL Bursary South Africa 2025,https://www.zabursaries.co.za/engineering-bursaries-south-africa/sanral-bursary/,30 September 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
SANSA Bursary South Africa 2025,https://www.zabursaries.co.za/engineering-bursaries-south-africa/sansa-bursary/,30 September 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Sappi Bursary South Africa 2025,https://www.zabursaries.co.za/engineering-bursaries-south-africa/sappi-bursary/,31 August 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
SAPREF Bursary South Africa 2022 – 2023,https://www.zabursaries.co.za/engineering-bursaries-south-africa/sapref-bursary/,28 January 2022.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
